ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	GlobalOutlier	GlobalOutlierReason	OutlierFrequency	OutlierAOIs	Gene	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
	RNA28148	IL18R1	IL18R1				FALSE				IL18R1	64	12	5	2	25	9	1	3	8
	RNA28149	GALR2	GALR2				FALSE				GALR2	85	20	7	1	14	8	1	3	6
	RNA28150	CCDC85C,CCNK	CCDC85C,CCNK				FALSE				CCDC85C,CCNK	57	13	7	2	25	7	0	2	4
	RNA28151	DPM1	DPM1				FALSE				DPM1	66	21	9	2	27	9	0	4	7
	RNA28152	DCAF5	DCAF5				FALSE				DCAF5	50	17	7	6	29	4	0	4	7
	RNA28153	FGF18	FGF18				FALSE				FGF18	59	16	2	1	16	7	1	4	1
	RNA28154	DPM2	DPM2				FALSE				DPM2	61	16	10	2	22	10	1	2	7
	RNA28155	SAP30	SAP30				FALSE				SAP30	45	17	6	0	23	9	1	4	4
	RNA28156	HESX1	HESX1				FALSE				HESX1	55	14	4	3	23	4	1	1	7
	RNA28157	INPP4B	INPP4B				FALSE				INPP4B	37	14	10	3	22	7	0	2	4
	RNA28158	FGF17	FGF17				FALSE				FGF17	59	32	12	1	16	9	1	3	7
	RNA28159	FGF16	FGF16				FALSE				FGF16	39	19	2	2	21	1	0	5	5
	RNA28160	CES2	CES2				FALSE				CES2	59	22	6	3	46	9	0	3	6
	RNA28161	IQGAP1	IQGAP1				FALSE				IQGAP1	76	21	8	2	39	10	1	2	5
	RNA28162	NRP2	NRP2				FALSE				NRP2	61	14	5	2	29	11	2	6	10
	RNA28163	NRP1	NRP1				FALSE				NRP1	44	16	5	2	15	10	1	2	97
	RNA28164	GMPS	GMPS				FALSE				GMPS	71	25	9	3	23	6	1	7	9
	RNA28165	TMEM11	TMEM11				FALSE				TMEM11	53	21	9	0	22	1	0	8	11
	RNA28166	SOCS2	SOCS2				FALSE				SOCS2	122	46	15	6	20	5	0	4	12
	RNA28167	GGH	GGH				FALSE				GGH	46	18	5	0	25	8	1	1	7
	RNA28168	CCN6	CCN6				FALSE				CCN6	28	10	3	0	17	0	0	2	4
	RNA28169	CCN5	CCN5				FALSE				CCN5	31	12	2	0	16	1	0	2	5
	RNA28170	HDAC3	HDAC3				FALSE				HDAC3	64	15	5	3	31	10	0	0	3
	RNA28171	KAT2B	KAT2B				FALSE				KAT2B	112	39	11	4	50	13	2	3	7
	RNA28172	CDK5R1	CDK5R1				FALSE				CDK5R1	66	19	5	1	17	8	0	3	4
	RNA28173	ALDH1A2	ALDH1A2				FALSE				ALDH1A2	59	16	7	3	22	6	2	2	10
	RNA28174	FCGBP	FCGBP				FALSE				FCGBP	190	67	27	5	113	25	3	0	6
	RNA28175	ST3GAL5	ST3GAL5				FALSE				ST3GAL5	88	22	10	4	31	12	2	1	7
	RNA28176	IER3	IER3				FALSE				IER3	53	21	5	1	42	11	3	2	7
	RNA28177	SQSTM1	SQSTM1				FALSE				SQSTM1	100	30	10	3	61	19	1	17	13
	RNA28178	SGPL1	SGPL1				FALSE				SGPL1	38	17	6	0	24	10	0	0	3
	RNA28179	FUBP1	FUBP1				FALSE				FUBP1	87	22	17	4	40	12	1	5	6
	RNA28180	CDC16	CDC16				FALSE				CDC16	32	15	1	1	25	14	2	7	5
	RNA28181	ZPR1	ZPR1				FALSE				ZPR1	96	27	7	3	31	9	0	4	2
	RNA28182	MCM3AP	MCM3AP				FALSE				MCM3AP	69	28	9	5	30	10	2	5	6
	RNA28183	EIF2B5	EIF2B5				FALSE				EIF2B5	52	21	1	4	13	10	1	3	5
	RNA28184	EIF2S2	EIF2S2				FALSE				EIF2S2	101	34	12	2	45	7	0	5	6
	RNA28185	CPNE3	CPNE3				FALSE				CPNE3	75	26	8	1	30	9	1	5	6
	RNA28186	PRPF4B	PRPF4B				FALSE				PRPF4B	94	29	11	0	58	13	3	6	3
	RNA28187	CCNA1	CCNA1				FALSE				CCNA1	31	6	3	1	17	1	0	0	37
	RNA28188	LOC653653,AP1S2	LOC653653,AP1S2				FALSE				LOC653653,AP1S2	68	24	10	2	51	20	2	5	8
	RNA28189	AP1G2	AP1G2				FALSE				AP1G2	45	12	2	0	17	4	0	1	6
	RNA28190	TIMELESS	TIMELESS				FALSE				TIMELESS	45	14	5	1	22	5	1	2	1
	RNA28191	BCL10	BCL10				FALSE				BCL10	54	16	7	0	18	9	0	1	14
	RNA28192	HERC1	HERC1				FALSE				HERC1	76	24	6	0	32	9	2	4	7
	RNA28193	PHOX2B	PHOX2B				FALSE				PHOX2B	43	13	8	2	23	2	0	2	5
	RNA28194	MBD4	MBD4				FALSE				MBD4	57	16	9	2	35	7	1	4	7
	RNA28195	MBD2	MBD2				FALSE				MBD2	90	27	8	2	45	14	2	3	8
	RNA28196	SKAP2	SKAP2				FALSE				SKAP2	42	15	5	1	28	6	0	4	6
	RNA28197	ST13	ST13				FALSE				ST13	147	33	20	5	61	12	1	5	5
	RNA28198	BAIAP3	BAIAP3				FALSE				BAIAP3	54	14	8	7	18	10	0	3	7
	RNA28199	FUBP3	FUBP3				FALSE				FUBP3	67	17	13	3	41	14	0	6	10
	RNA28200	TOP3B	TOP3B				FALSE				TOP3B	44	20	1	1	31	10	1	3	8
	RNA28201	CDK5R2	CDK5R2				FALSE				CDK5R2	54	9	3	0	17	7	1	0	2
	RNA28202	KYNU	KYNU				FALSE				KYNU	41	20	7	1	14	10	0	2	7
	RNA28203	AP3D1	AP3D1				FALSE				AP3D1	83	24	9	3	34	12	1	4	6
	RNA28204	USP13	USP13				FALSE				USP13	49	16	3	0	27	8	0	0	1
	RNA28205	WASL	WASL				FALSE				WASL	67	27	9	1	29	16	1	4	9
	RNA28206	RPS6KA4	RPS6KA4				FALSE				RPS6KA4	56	18	5	1	24	12	0	1	3
	RNA28207	STBD1	STBD1				FALSE				STBD1	54	19	3	1	19	5	2	0	3
	RNA28208	SELENBP1	SELENBP1				FALSE				SELENBP1	44	14	9	2	16	12	0	1	3
	RNA28209	ATP6V0E1	ATP6V0E1				FALSE				ATP6V0E1	117	45	14	4	84	18	4	3	9
	RNA28210	NOL3	NOL3				FALSE				NOL3	34	15	5	3	29	10	0	5	7
	RNA28211	CDKL2	CDKL2				FALSE				CDKL2	52	15	8	4	21	10	0	3	5
	RNA28212	F2RL3	F2RL3				FALSE				F2RL3	43	20	7	4	18	5	1	3	8
	RNA28213	SLC25A14	SLC25A14				FALSE				SLC25A14	35	9	3	1	22	4	1	1	2
	RNA28215	MPZL1	MPZL1				FALSE				MPZL1	95	18	9	1	45	9	0	8	14
	RNA28216	MAP3K14	MAP3K14				FALSE				MAP3K14	79	24	10	1	23	7	1	2	6
	RNA28217	SOCS3	SOCS3				FALSE				SOCS3	67	21	11	2	56	17	1	3	9
	RNA28218	CH25H	CH25H				FALSE				CH25H	24	10	1	1	10	7	0	2	6
	RNA28219	BRSK2	BRSK2				FALSE				BRSK2	60	23	5	1	23	5	1	4	7
	RNA28220	RNF8	RNF8				FALSE				RNF8	62	15	4	1	28	8	4	3	8
	RNA28221	HIP1R	HIP1R				FALSE				HIP1R	84	21	7	3	45	9	2	5	7
	RNA28222	NAT8	NAT8				FALSE				NAT8	72	25	10	4	27	5	3	1	5
	RNA28223	TM4SF5	TM4SF5				FALSE				TM4SF5	25	9	3	1	14	3	0	5	5
	RNA28224	CCRL2	CCRL2				FALSE				CCRL2	46	13	3	0	19	0	0	1	10
	RNA28225	SEMA5A	SEMA5A				FALSE				SEMA5A	178	42	16	2	30	10	3	7	5
	RNA28226	TAAR5	TAAR5				FALSE				TAAR5	53	18	6	3	30	10	2	4	9
	RNA28227	UBA3	UBA3				FALSE				UBA3	82	18	11	2	51	14	0	4	9
	RNA28228	UBE2M	UBE2M				FALSE				UBE2M	60	19	7	2	23	4	1	5	11
	RNA28229	MYOM2	MYOM2				FALSE				MYOM2	52	14	4	3	19	5	2	2	6
	RNA28230	BTAF1	BTAF1				FALSE				BTAF1	62	30	6	3	31	8	1	7	9
	RNA28231	RPL14	RPL14				FALSE				RPL14	263	83	29	6	79	27	4	14	15
	RNA28232	DOK2	DOK2				FALSE				DOK2	38	15	11	5	23	5	0	1	6
	RNA28233	ARTN	ARTN				FALSE				ARTN	45	17	4	2	11	6	1	0	2
	RNA28234	AIP	AIP				FALSE				AIP	40	17	6	2	31	8	2	4	7
	RNA28235	GPRC5A	GPRC5A				FALSE				GPRC5A	43	10	7	5	17	5	0	8	12
	RNA28236	MAP7	MAP7				FALSE				MAP7	30	15	3	1	56	14	3	5	3
	RNA28237	SLC7A7	SLC7A7				FALSE				SLC7A7	49	20	4	1	28	6	0	2	6
	RNA28238	BBOX1	BBOX1				FALSE				BBOX1	62	17	7	0	19	4	0	2	6
	RNA28239	EDNRB	EDNRB				FALSE				EDNRB	74	15	14	3	34	19	2	7	4
	RNA28240	CLK3	CLK3				FALSE				CLK3	57	14	5	1	21	7	0	3	8
	RNA28241	CLK2	CLK2				FALSE				CLK2	73	23	5	2	40	13	1	8	7
	RNA28242	KITLG	KITLG				FALSE				KITLG	49	12	4	2	20	6	0	3	10
	RNA28243	NPR2	NPR2				FALSE				NPR2	80	23	9	2	20	8	0	2	8
	RNA28244	GPX5	GPX5				FALSE				GPX5	54	11	6	1	29	5	0	2	2
	RNA28245	NFKB1	NFKB1				FALSE				NFKB1	58	9	9	2	32	10	0	4	6
	RNA28246	OSMR	OSMR				FALSE				OSMR	34	10	8	0	29	5	1	5	4
	RNA28247	CHI3L2	CHI3L2				FALSE				CHI3L2	39	11	5	0	67	12	5	2	6
	RNA28248	GJB2	GJB2				FALSE				GJB2	36	17	7	0	22	2	0	1	3
	RNA28249	DMD	DMD				FALSE				DMD	56	14	7	0	26	9	3	2	6
	RNA28250	AQP4	AQP4				FALSE				AQP4	245	74	29	8	95	31	3	3	9
	RNA28251	ACOX1	ACOX1				FALSE				ACOX1	71	25	5	0	18	2	0	3	5
	RNA28252	ADCY3	ADCY3				FALSE				ADCY3	45	21	6	2	15	8	1	0	6
	RNA28253	AMPD2	AMPD2				FALSE				AMPD2	81	36	14	2	35	13	0	5	8
	RNA28254	AMY1C,AMY1A,AMY2A,AMY1B	AMY1C,AMY1A,AMY2A,AMY1B				FALSE				AMY1C,AMY1A,AMY2A,AMY1B	120	46	8	3	49	15	3	4	3
	RNA28255	RHOB	RHOB				FALSE				RHOB	224	72	25	7	115	45	3	6	13
	RNA28256	ARRB1	ARRB1				FALSE				ARRB1	62	14	8	0	38	8	0	6	2
	RNA28257	ATIC	ATIC				FALSE				ATIC	47	18	4	2	27	10	0	4	9
	RNA28258	ATOX1	ATOX1				FALSE				ATOX1	79	17	5	1	48	13	2	4	9
	RNA28259	ATP6V0B	ATP6V0B				FALSE				ATP6V0B	130	47	14	4	50	16	2	8	14
	RNA28260	B2M	B2M				FALSE				B2M	234	71	27	8	564	197	26	53	36
	RNA28261	BCL2A1	BCL2A1				FALSE				BCL2A1	33	16	5	0	16	6	2	0	4
	RNA28262	BCL2L2	BCL2L2				FALSE				BCL2L2	87	35	7	1	52	22	1	6	6
	RNA28263	BNIP3	BNIP3				FALSE				BNIP3	56	24	10	2	50	10	0	13	8
	RNA28264	BYSL	BYSL				FALSE				BYSL	42	14	5	3	12	8	0	2	5
	RNA28265	C3AR1	C3AR1				FALSE				C3AR1	69	30	4	3	48	12	2	1	9
	RNA28266	CAPN5	CAPN5				FALSE				CAPN5	83	26	10	2	35	12	3	2	4
	RNA28267	CA8	CA8				FALSE				CA8	53	17	4	1	21	6	1	2	3
	RNA28268	S100G	S100G				FALSE				S100G	46	5	2	2	13	5	1	1	8
	RNA28269	KYAT1	KYAT1				FALSE				KYAT1	40	11	7	1	26	6	0	2	9
	RNA28270	CDH12	CDH12				FALSE				CDH12	58	23	9	4	22	11	0	3	5
	RNA28271	CDH16	CDH16				FALSE				CDH16	39	8	2	1	22	3	1	2	9
	RNA28272	CDH17	CDH17				FALSE				CDH17	45	12	4	2	17	4	0	0	5
	RNA28273	CDKN1B	CDKN1B				FALSE				CDKN1B	59	15	7	3	41	12	2	7	4
	RNA28274	CDR1	CDR1				FALSE				CDR1	54	13	10	0	29	7	2	2	6
	RNA28275	CETN1	CETN1				FALSE				CETN1	46	13	7	1	23	6	4	0	4
	RNA28276	CHN2	CHN2				FALSE				CHN2	63	20	6	2	37	7	1	2	5
	RNA28277	AP2M1	AP2M1				FALSE				AP2M1	129	37	15	6	81	15	3	12	16
	RNA28278	CLCNKA	CLCNKA				FALSE				CLCNKA	56	13	8	5	24	9	3	1	6
	RNA28279	CLK1	CLK1				FALSE				CLK1	93	31	8	3	38	14	0	2	10
	RNA28280	CMKLR1	CMKLR1				FALSE				CMKLR1	38	16	4	4	25	11	0	4	6
	RNA28281	PLK3	PLK3				FALSE				PLK3	44	12	3	3	31	10	2	1	5
	RNA28282	COX8A	COX8A				FALSE				COX8A	147	43	17	7	89	23	5	9	11
	RNA28283	CRY1	CRY1				FALSE				CRY1	70	22	7	2	27	7	2	1	7
	RNA28284	CRYBB3	CRYBB3				FALSE				CRYBB3	64	13	11	3	18	8	0	7	8
	RNA28285	CS	CS				FALSE				CS	72	26	5	1	30	9	2	6	6
	RNA28286	CSRP1	CSRP1				FALSE				CSRP1	152	38	12	6	203	68	14	18	12
	RNA28287	CTSS	CTSS				FALSE				CTSS	40	8	1	1	27	12	2	5	9
	RNA28288	DGKB	DGKB				FALSE				DGKB	81	26	12	4	22	9	1	2	3
	RNA28289	DCTN1	DCTN1				FALSE				DCTN1	76	18	9	0	66	15	5	6	3
	RNA28290	DDIT3	DDIT3				FALSE				DDIT3	58	20	12	1	38	7	2	3	2
	RNA28291	TIMM8A	TIMM8A				FALSE				TIMM8A	73	32	8	4	26	12	2	3	3
	RNA28292	DUSP3	DUSP3				FALSE				DUSP3	59	16	5	3	27	5	1	3	4
	RNA28293	E2F2	E2F2				FALSE				E2F2	51	20	3	4	13	5	2	2	6
	RNA28294	ECHS1	ECHS1				FALSE				ECHS1	79	12	4	1	36	9	1	4	5
	RNA28295	EFNB2	EFNB2				FALSE				EFNB2	49	23	4	2	27	5	1	1	5
	RNA28296	EIF2S1	EIF2S1				FALSE				EIF2S1	62	14	6	2	16	7	1	1	3
	RNA28297	EIF4EBP1	EIF4EBP1				FALSE				EIF4EBP1	0	0	0	0	0	0	0	0	0
	RNA28298	EIF4EBP2	EIF4EBP2				FALSE				EIF4EBP2	46	12	8	1	20	2	1	4	6
	RNA28299	EMX1	EMX1				FALSE				EMX1	60	18	7	5	27	8	2	5	10
	RNA28300	EMX2	EMX2				FALSE				EMX2	44	13	3	2	25	5	1	0	30
	RNA28301	STOM	STOM				FALSE				STOM	68	19	6	3	55	15	2	6	6
	RNA28302	EYA4	EYA4				FALSE				EYA4	45	12	3	0	21	4	2	5	5
	RNA28303	F2RL2	F2RL2				FALSE				F2RL2	47	13	9	1	25	11	0	0	6
	RNA28304	FABP3	FABP3				FALSE				FABP3	50	9	2	0	16	2	1	1	6
	RNA28305	PTK2B	PTK2B				FALSE				PTK2B	68	12	5	0	33	8	5	3	8
	RNA28306	FASN	FASN				FALSE				FASN	80	29	10	3	19	7	0	6	9
	RNA28307	EFEMP1	EFEMP1				FALSE				EFEMP1	63	27	10	1	76	25	1	9	6
	RNA28308	FCER1G	FCER1G				FALSE				FCER1G	79	24	8	2	51	11	1	4	14
	RNA28309	FCGRT	FCGRT				FALSE				FCGRT	61	21	9	1	45	20	2	3	15
	RNA28310	FDX1	FDX1				FALSE				FDX1	72	21	11	1	27	6	0	4	6
	RNA28311	FDXR	FDXR				FALSE				FDXR	54	12	9	0	15	6	2	3	6
	RNA28312	FEN1	FEN1				FALSE				FEN1	58	23	4	4	32	7	0	2	14
	RNA28313	FGF11	FGF11				FALSE				FGF11	72	21	7	4	30	5	2	1	4
	RNA28314	FGF12	FGF12				FALSE				FGF12	42	20	4	3	37	6	1	2	2
	RNA28315	FGF14	FGF14				FALSE				FGF14	44	17	8	0	23	8	1	4	12
	RNA28316	FOXS1	FOXS1				FALSE				FOXS1	43	19	6	1	19	12	2	3	6
	RNA28317	FLT3	FLT3				FALSE				FLT3	38	15	8	0	24	11	1	4	6
	RNA28318	GBP2	GBP2				FALSE				GBP2	47	16	6	2	53	13	0	4	9
	RNA28321	GIP	GIP				FALSE				GIP	51	15	5	2	21	4	0	3	3
	RNA28322	GMFB	GMFB				FALSE				GMFB	68	21	9	5	31	12	0	4	8
	RNA28323	GNG11	GNG11				FALSE				GNG11	48	20	6	2	13	8	0	4	8
	RNA28324	GPS1	GPS1				FALSE				GPS1	80	27	9	4	45	17	3	3	2
	RNA28325	GTF2F2	GTF2F2				FALSE				GTF2F2	42	11	4	7	15	8	0	0	12
	RNA28326	GYG1	GYG1				FALSE				GYG1	60	16	10	1	27	12	1	2	6
	RNA28327	GZMB	GZMB				FALSE				GZMB	51	16	6	0	15	8	1	5	10
	RNA28328	HABP2	HABP2				FALSE				HABP2	42	10	3	3	19	3	0	2	6
	RNA28329	HNF4G	HNF4G				FALSE				HNF4G	59	21	5	3	24	7	1	8	10
	RNA28330	HSPA9	HSPA9				FALSE				HSPA9	116	36	14	0	44	15	1	11	3
	RNA28331	IDH3G	IDH3G				FALSE				IDH3G	72	25	6	3	30	15	0	9	9
	RNA28333	KCNMB1	KCNMB1				FALSE				KCNMB1	59	16	5	3	15	5	0	7	8
	RNA28334	LBP	LBP				FALSE				LBP	50	14	10	2	33	3	0	3	6
	RNA28335	LLGL1	LLGL1				FALSE				LLGL1	55	14	4	2	46	6	2	1	6
	RNA28336	CITED1	CITED1				FALSE				CITED1	53	26	4	1	21	5	1	3	7
	RNA28337	MYO9B	MYO9B				FALSE				MYO9B	72	19	16	2	61	10	2	5	10
	RNA28338	NDUFB7	NDUFB7				FALSE				NDUFB7	197	49	18	7	52	19	3	6	7
	RNA28339	DRG1	DRG1				FALSE				DRG1	96	18	9	3	38	14	0	1	8
	RNA28340	NINJ1	NINJ1				FALSE				NINJ1	64	16	6	5	44	12	0	3	7
	RNA28341	OAZ1	OAZ1				FALSE				OAZ1	208	68	23	5	106	39	1	20	15
	RNA28342	ORC1	ORC1				FALSE				ORC1	29	7	7	2	25	6	1	3	7
	RNA28343	SERPINB9	SERPINB9				FALSE				SERPINB9	54	23	7	1	32	11	3	7	15
	RNA28344	PRKAR2A	PRKAR2A				FALSE				PRKAR2A	52	13	7	1	27	8	1	3	5
	RNA28345	PSPN	PSPN				FALSE				PSPN	36	8	2	1	20	1	1	2	4
	RNA28346	PSMB8	PSMB8				FALSE				PSMB8	54	18	8	3	23	6	1	3	5
	RNA28347	PYY	PYY				FALSE				PYY	59	21	9	2	17	12	1	2	5
	RNA28348	RAB1A	RAB1A				FALSE				RAB1A	47	14	8	8	25	3	1	5	7
	RNA28349	RAB5A	RAB5A				FALSE				RAB5A	88	38	13	8	32	13	0	8	5
	RNA28350	RAB27B	RAB27B				FALSE				RAB27B	54	13	12	0	22	11	0	4	3
	RNA28351	RBP2	RBP2				FALSE				RBP2	60	17	7	0	24	6	0	5	2
	RNA28352	RRAD	RRAD				FALSE				RRAD	55	20	4	1	22	10	0	3	6
	RNA28353	SDHAP1,LOC220729,SDHAP2,SDHA	SDHAP1,LOC220729,SDHAP2,SDHA				FALSE				SDHAP1,LOC220729,SDHAP2,SDHA	195	67	36	9	89	30	5	12	8
	RNA28354	SLC1A1	SLC1A1				FALSE				SLC1A1	53	19	8	2	14	5	2	2	5
	RNA28355	SLC1A2	SLC1A2				FALSE				SLC1A2	106	39	10	3	33	7	0	1	7
	RNA28356	SLC1A3	SLC1A3				FALSE				SLC1A3	157	53	13	5	106	47	2	4	5
	RNA28357	SLC7A4	SLC7A4				FALSE				SLC7A4	35	11	4	2	13	5	1	0	8
	RNA28358	SLC9A3	SLC9A3				FALSE				SLC9A3	46	8	8	1	14	8	2	1	7
	RNA28359	TPH1	TPH1				FALSE				TPH1	42	16	5	0	19	6	1	0	5
	RNA28360	TANK	TANK				FALSE				TANK	64	19	6	1	22	7	1	3	4
	RNA28361	UCHL1	UCHL1				FALSE				UCHL1	170	45	12	3	60	21	2	7	6
	RNA28362	UXT	UXT				FALSE				UXT	44	8	2	1	19	9	1	0	6
	RNA28363	SEMA3F	SEMA3F				FALSE				SEMA3F	64	14	7	1	19	6	0	3	5
	RNA28364	KDM5C	KDM5C				FALSE				KDM5C	76	18	9	1	61	14	0	4	3
	RNA28365	GFI1B	GFI1B				FALSE				GFI1B	44	12	9	1	16	1	1	2	2
	RNA28366	SOX14	SOX14				FALSE				SOX14	23	17	2	2	17	5	3	0	4
	RNA28367	ASMTL	ASMTL				FALSE				ASMTL	39	15	9	2	32	8	2	4	3
	RNA28368	CDKL1	CDKL1				FALSE				CDKL1	40	18	6	2	29	5	0	3	6
	RNA28369	STK19	STK19				FALSE				STK19	116	42	15	5	32	9	4	4	9
	RNA28370	P4HA2	P4HA2				FALSE				P4HA2	54	14	5	1	23	8	0	5	10
	RNA28371	SYT7	SYT7				FALSE				SYT7	85	24	4	2	27	8	0	2	6
	RNA28372	TMSB4Y	TMSB4Y				FALSE				TMSB4Y	29	10	6	0	16	7	3	2	13
	RNA28373	PKMYT1	PKMYT1				FALSE				PKMYT1	72	24	14	2	35	11	1	6	12
	RNA28374	SLC16A3	SLC16A3				FALSE				SLC16A3	73	25	12	2	52	10	2	9	11
	RNA28375	AIFM1	AIFM1				FALSE				AIFM1	33	10	8	4	32	5	2	2	5
	RNA28376	SYNGR3	SYNGR3				FALSE				SYNGR3	57	18	7	2	17	5	1	2	3
	RNA28377	NEURL1	NEURL1				FALSE				NEURL1	37	14	7	0	21	4	1	1	7
	RNA28378	SLC28A2	SLC28A2				FALSE				SLC28A2	33	9	7	2	15	5	0	0	6
	RNA28379	AURKB	AURKB				FALSE				AURKB	55	15	4	2	26	5	1	4	5
	RNA28380	RAB11B	RAB11B				FALSE				RAB11B	119	27	10	1	74	20	3	7	8
	RNA28382	UBE2L6	UBE2L6				FALSE				UBE2L6	66	31	12	3	34	16	1	8	3
	RNA28383	GPR50	GPR50				FALSE				GPR50	29	14	4	1	22	1	3	0	2
	RNA28384	MFHAS1	MFHAS1				FALSE				MFHAS1	69	26	1	5	32	7	1	2	2
	RNA28385	STK17B	STK17B				FALSE				STK17B	69	17	7	3	22	7	1	1	15
	RNA28386	CYTH3	CYTH3				FALSE				CYTH3	66	22	9	1	26	5	0	2	4
	RNA28387	CYTH2	CYTH2				FALSE				CYTH2	84	31	13	4	35	14	0	4	11
	RNA28388	MED14	MED14				FALSE				MED14	63	17	7	5	28	12	0	3	5
	RNA28389	S1PR2	S1PR2				FALSE				S1PR2	58	24	7	0	21	10	2	3	13
	RNA28390	SOCS6	SOCS6				FALSE				SOCS6	68	19	6	2	22	11	0	5	6
	RNA28391	CD83	CD83				FALSE				CD83	59	22	7	3	24	11	1	3	6
	RNA28392	ZNF235	ZNF235				FALSE				ZNF235	63	25	4	0	25	13	0	2	5
	RNA28393	KLF4	KLF4				FALSE				KLF4	56	14	8	3	21	7	1	1	10
	RNA28394	COPS2	COPS2				FALSE				COPS2	46	22	9	1	20	4	0	2	4
	RNA28395	TRIP13	TRIP13				FALSE				TRIP13	39	11	11	3	22	13	0	1	5
	RNA28396	TRIP12	TRIP12				FALSE				TRIP12	104	25	16	3	50	12	1	3	6
	RNA28397	TRIP11	TRIP11				FALSE				TRIP11	80	31	5	2	24	4	1	3	6
	RNA28398	TRIP10	TRIP10				FALSE				TRIP10	47	9	4	0	24	7	0	4	3
	RNA28399	JMJD1C	JMJD1C				FALSE				JMJD1C	75	23	7	1	28	11	0	3	5
	RNA28400	HMGN3	HMGN3				FALSE				HMGN3	74	17	11	2	43	7	1	4	11
	RNA28401	CD163	CD163				FALSE				CD163	76	23	7	2	105	38	4	17	13
	RNA28402	TGM5	TGM5				FALSE				TGM5	63	14	6	1	24	2	0	0	5
	RNA28403	GLP2R	GLP2R				FALSE				GLP2R	49	18	6	1	14	3	0	1	6
	RNA28405	SLC9A3R1	SLC9A3R1				FALSE				SLC9A3R1	42	12	3	2	22	4	0	1	10
	RNA28406	SLC22A8	SLC22A8				FALSE				SLC22A8	67	20	8	1	21	4	0	1	5
	RNA28407	COX5A	COX5A				FALSE				COX5A	68	17	7	3	33	11	2	6	9
	RNA28408	SLC22A13	SLC22A13				FALSE				SLC22A13	143	26	5	6	46	19	2	1	10
	RNA28409	RECQL5	RECQL5				FALSE				RECQL5	80	23	6	2	16	8	2	2	9
	RNA28410	RECQL4	RECQL4				FALSE				RECQL4	55	19	5	2	32	7	4	1	5
	RNA28411	TMPRSS11D	TMPRSS11D				FALSE				TMPRSS11D	56	13	4	4	17	9	1	1	8
	RNA28412	SEMA4F	SEMA4F				FALSE				SEMA4F	37	15	5	2	18	8	0	4	3
	RNA28413	MED21	MED21				FALSE				MED21	63	18	3	3	25	9	1	0	4
	RNA28414	FADS2	FADS2				FALSE				FADS2	126	38	9	5	53	15	1	2	8
	RNA28415	CHST2	CHST2				FALSE				CHST2	47	8	6	3	26	4	0	1	8
	RNA28417	MED27	MED27				FALSE				MED27	57	14	9	4	29	9	2	4	6
	RNA28418	MED7	MED7				FALSE				MED7	53	13	4	2	31	9	3	3	5
	RNA28419	LY86	LY86				FALSE				LY86	50	19	4	1	20	5	1	4	4
	RNA28420	HOMER1	HOMER1				FALSE				HOMER1	84	25	5	0	26	4	1	4	3
	RNA28421	CHST3	CHST3				FALSE				CHST3	60	24	10	2	36	16	0	7	6
	RNA28422	AKAP6	AKAP6				FALSE				AKAP6	57	11	5	2	48	9	1	1	4
	RNA28423	MED20	MED20				FALSE				MED20	47	11	9	4	18	3	1	1	3
	RNA28424	SLC25A27	SLC25A27				FALSE				SLC25A27	43	16	3	1	21	13	0	3	12
	RNA28425	PIGL	PIGL				FALSE				PIGL	48	19	9	1	21	9	2	3	7
	RNA28426	PMPCB	PMPCB				FALSE				PMPCB	71	17	5	4	43	18	0	2	6
	RNA28427	EEF1E1-BLOC1S5,EEF1E1	EEF1E1-BLOC1S5,EEF1E1				FALSE				EEF1E1-BLOC1S5,EEF1E1	86	27	10	0	31	10	1	8	3
	RNA28428	BAG3	BAG3				FALSE				BAG3	82	13	12	0	69	13	3	7	2
	RNA28429	BAG2	BAG2				FALSE				BAG2	45	15	7	4	28	6	2	4	2
	RNA28430	RAB3D	RAB3D				FALSE				RAB3D	80	28	11	3	28	4	2	1	3
	RNA28431	H6PD	H6PD				FALSE				H6PD	53	21	13	3	23	9	0	4	6
	RNA28432	GTPBP1	GTPBP1				FALSE				GTPBP1	49	19	13	2	17	4	0	3	10
	RNA28433	CYTIP	CYTIP				FALSE				CYTIP	52	13	6	3	28	5	1	3	12
	RNA28434	NFE2L3	NFE2L3				FALSE				NFE2L3	102	18	12	2	25	7	0	0	6
	RNA28435	CARTPT	CARTPT				FALSE				CARTPT	46	13	2	1	19	4	0	0	3
	RNA28436	RIN1	RIN1				FALSE				RIN1	62	15	10	5	25	10	0	2	4
	RNA28437	MTRF1	MTRF1				FALSE				MTRF1	28	12	7	2	20	6	1	0	4
	RNA28438	TRAF4	TRAF4				FALSE				TRAF4	97	39	14	2	25	17	3	5	7
	RNA28439	NUP155	NUP155				FALSE				NUP155	53	13	3	4	20	6	1	5	10
	RNA28440	ABCB7	ABCB7				FALSE				ABCB7	57	24	11	0	34	7	0	3	7
	RNA28441	ALK	ALK				FALSE				ALK	56	11	11	2	23	2	0	3	4
	RNA28442	BIN1	BIN1				FALSE				BIN1	152	36	17	5	121	47	2	4	5
